run_id,arm,model,config,budget,sigma,seed_index,batch,config_recovered,power_at_open,fingerprint,worker,n_evaluated,n_tool_use,n_refused,graded,status,submitted_sr_is,sr_deflated,critical_value,p_value,stated_mean,stated_sd,oos,considered,n_status_calls,status_positions,last_cleared,has_submission,submitted_spec,submitted_features,submitted_signs,usage_missing,models_seen,non_mcp_tools,rate_limit_rejected,input_tokens,output_tokens,cache_read,cache_creation,thinking_tokens,cost_usd,wall_seconds
"""s0_T5000_gate_031""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,31,"""b1""",false,0.46312219031319624,null,null,122,126,1,true,"""FAIL""",0.9820903706600861,0.16094928111884843,1.020802745736848,0.0866913308669133,0.55,0.3,-0.8923319374494383,0,2,"[0.5952380952380952, 0.9365079365079365]",false,true,"""57:f20+-f39+-f13""","[20, 39, 13]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,26,12419,150244,19970,0,0.2341708,144.66306686401367
"""s0_T5000_control_032""","""control""","""claude-sonnet-5""","""s0""",null,1.0,32,"""b1""",false,0.4573701276268734,null,null,131,135,2,true,"""FAIL""",0.4983758911420858,-0.3228991359813672,1.0240590613622598,0.9996000399960004,0.55,0.35,0.18270025923795774,0,0,[],null,true,"""92:-f28+-f39+-f27""","[28, 39, 27]","[-1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,20,13396,112535,21252,0,0.241515,143.75508308410645
"""s0_T5000_gate_033""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,33,"""b1""",false,0.4564957572991282,null,null,163,167,1,true,"""FAIL""",0.5920919992860453,-0.23186104498473004,1.0245544791675898,0.9892010798920108,0.15,0.35,0.3054522766368026,0,1,[0.9161676646706587],false,true,"""106:f38+-f36+-f27""","[38, 27, 36]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,32,16564,224659,26267,0,0.3157038,170.07728004455566
"""s0_T5000_control_034""","""control""","""claude-sonnet-5""","""s0""",null,1.0,34,"""b1""",false,0.4590055497203827,null,null,106,108,1,true,"""FAIL""",0.6034929996145801,-0.21995126102947127,1.0231327438941669,0.9826017398260174,0.35,0.25,-0.25325793082046527,0,0,[],null,true,"""79:-f1+-f19+f22""","[1, 19, 22]","[-1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,18,10599,85969,17016,0,0.19128380000000003,127.62406277656555
"""s0_T5000_gate_035""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,35,"""b1""",false,0.46042545493483833,null,null,174,181,2,true,"""FAIL""",0.8910531909948931,0.06710572812843374,1.0223288162952657,0.27347265273472654,0.45,0.35,-0.5173099568984231,0,2,"[0.6022099447513812, 0.994475138121547]",false,true,"""75:-f1+f4+f15""","[1, 4, 15]","[-1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,38,17864,286733,28459,0,0.3498986,187.58368110656738
"""s0_T5000_control_036""","""control""","""claude-sonnet-5""","""s0""",null,1.0,36,"""b1""",false,0.4579468793500965,null,null,80,82,1,true,"""FAIL""",0.9286412896103613,0.1038580053259377,1.0237323382556536,0.17798220177982202,0.55,0.35,0.6830207241657015,0,0,[],null,true,"""60:f0+f37+f38""","[0, 37, 38]","[1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,14,7906,53324,13111,0,0.1421968,106.14525413513184
"""s0_T5000_gate_037""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,37,"""b1""",false,0.4670932296924829,null,null,115,121,2,true,"""PASS""",1.0460612578175614,0.22453210566409487,1.018557277112851,0.032996700329967,0.5,0.35,-0.4094056269427273,0,2,"[0.5289256198347108, 0.9917355371900827]",true,true,"""81:f5+f20+f24""","[5, 20, 24]","[1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,26,12223,134936,19635,0,0.2278092,772.6687009334564
"""s0_T5000_control_038""","""control""","""claude-sonnet-5""","""s0""",null,1.0,38,"""b1""",false,0.45544793889438884,null,null,79,80,0,true,"""FAIL""",0.6855562634306843,-0.13729750288304987,1.0251483300193753,0.8889111088891111,0.45,0.25,-0.33745787946815875,0,0,[],null,true,"""55:f35+-f36+f39""","[35, 36, 39]","[1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,14,7749,50855,12801,0,0.13889300000000004,106.21924901008606
"""s0_T5000_gate_039""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,39,"""b1""",false,0.4633618970265024,null,null,112,119,3,true,"""FAIL""",0.9136399846889148,0.09129926899849694,1.0206671442234247,0.20777922207779223,0.4,0.35,-1.09902315841687,0,2,"[0.7815126050420168, 0.9915966386554622]",false,true,"""59:f24+f25+-f30""","[24, 25, 30]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,24,11867,128124,19147,0,0.2209308,140.83749675750732
"""s0_T5000_control_040""","""control""","""claude-sonnet-5""","""s0""",null,1.0,40,"""b1""",false,0.45660748866168055,null,null,98,101,2,true,"""FAIL""",0.7885284198374981,-0.03563371619252109,1.0244911656310696,0.6026397360263973,0.4,0.25,-0.8246352292470135,0,0,[],null,true,"""69:f35+-f20+-f4""","[35, 20, 4]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,18,10068,81663,16203,0,0.18186059999999998,129.68543791770935
"""s0_T5000_gate_041""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,41,"""b1""",false,0.4613533454643157,null,null,97,102,2,true,"""FAIL""",0.63383353120707,-0.1884341569875676,1.0218036145223675,0.9595040495950405,0.3,0.25,0.41982210673877435,0,1,[0.8137254901960784],false,true,"""52:-f21+f7+-f5""","[21, 7, 5]","[-1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,26,10301,109603,16664,0,0.1916386,137.2370250225067
"""s0_T5000_control_042""","""control""","""claude-sonnet-5""","""s0""",null,1.0,42,"""b1""",false,0.4603420301959221,null,null,77,78,0,true,"""FAIL""",0.8639219093179032,0.03943870947293637,1.0223760420455745,0.34866513348665135,0.45,0.25,-0.06393406173109917,0,0,[],null,true,"""52:-f12+f15+f38""","[12, 15, 38]","[-1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,14,7874,50648,12735,0,0.13983759999999998,107.32532715797424
"""s0_T5000_gate_043""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,43,"""b1""",false,0.44892100426880105,null,null,132,136,2,true,"""FAIL""",0.7613037716563675,-0.06410428024647818,1.0288515915205647,0.6964303569643036,0.35,0.3,-0.2931777667154748,0,1,[0.8088235294117647],false,true,"""61:f15+f29+-f8""","[15, 29, 8]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,22,13047,127149,21032,0,0.24007180000000003,146.9006860256195
"""s0_T5000_control_044""","""control""","""claude-sonnet-5""","""s0""",null,1.0,44,"""b1""",false,0.45551775430161645,null,null,97,100,2,true,"""FAIL""",0.730777506791611,-0.09073405779171018,1.025108756737113,0.7744225577442255,0.35,0.3,-0.1654460590641628,0,0,[],null,true,"""62:f33+f11+-f1""","[33, 11, 1]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,16,9501,69669,15639,0,0.1715318,666.7055239677429
"""s0_T5000_gate_045""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,45,"""b1""",false,0.4618828524203834,null,null,135,142,4,true,"""FAIL""",0.8963830052194304,0.07394959823611225,1.0215039581545635,0.2532746725327467,0.4,0.3,0.4201432635834538,0,1,[0.7746478873239436],false,true,"""57:f30+-f5+-f12""","[30, 5, 12]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,34,14360,205037,22985,0,0.27661539999999996,161.52925515174866
"""s0_T5000_control_046""","""control""","""claude-sonnet-5""","""s0""",null,1.0,46,"""b1""",false,0.4657087460782211,null,null,71,73,1,true,"""FAIL""",1.01533120382569,0.19174286108465455,1.0193399270498358,0.052594740525947405,0.6,0.35,-0.08168618402252147,0,0,[],null,true,"""57:-f31+f28+-f33""","[31, 28, 33]","[-1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,12,7103,39124,11779,0,0.1259948,98.7494752407074
"""s0_T5000_gate_047""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,47,"""b1""",false,0.4606211523239771,null,null,164,169,2,true,"""FAIL""",0.7965419477443256,-0.02703975511630996,1.0222180382019173,0.5692430756924307,0.35,0.35,0.20629136441049897,0,1,[0.5739644970414202],false,true,"""51:f6+f21+-f5""","[6, 21, 5]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,30,16552,212140,26355,0,0.3134280000000001,174.84074711799622
"""s0_T5000_control_048""","""control""","""claude-sonnet-5""","""s0""",null,1.0,48,"""b1""",false,0.4567374634513451,null,null,87,88,0,true,"""FAIL""",0.8573381895478693,0.034943156972542244,1.0244175167455327,0.36136386361363865,0.45,0.35,0.07241634409206837,0,0,[],null,true,"""56:-f6+-f3+f20""","[6, 3, 20]","[-1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,16,8840,66653,14229,0,0.15867859999999998,116.31116223335266
"""s0_T5000_gate_049""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,49,"""b1""",false,0.4639795021227695,null,null,156,161,1,true,"""FAIL""",0.771165684171339,-0.05233724106021542,1.0203178010485727,0.66003399660034,0.35,0.35,0.23141263718719565,0,2,"[0.40372670807453415, 0.8571428571428571]",false,true,"""47:-f18+-f31+-f11""","[18, 31, 11]","[-1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,32,16151,215870,25449,0,0.306544,179.9924910068512
"""s0_T5000_control_050""","""control""","""claude-sonnet-5""","""s0""",null,1.0,50,"""b1""",false,0.45982530190479254,null,null,81,82,0,true,"""FAIL""",0.8742317293399462,0.05141315304191818,1.0226685778713005,0.3130686931306869,0.5,0.3,-0.4780859295218684,0,0,[],null,true,"""56:f22+f34+f2""","[22, 34, 2]","[1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,12,7971,41056,13082,0,0.14027320000000004,105.73105502128601
"""s0_T5000_gate_051""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,51,"""b1""",false,0.4621827064355003,null,null,167,176,6,true,"""FAIL""",0.9343812080771102,0.11247534946417725,1.0213342830109549,0.1573842615738426,0.45,0.35,-0.1594203954984724,0,1,[0.6647727272727273],false,true,"""63:f35+f31+-f33""","[35, 31, 33]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,46,17357,343670,28004,0,0.35441200000000006,199.44911098480225
"""s0_T5000_control_052""","""control""","""claude-sonnet-5""","""s0""",null,1.0,52,"""b1""",false,0.46085945796752764,null,null,97,104,6,true,"""FAIL""",0.7208914385041418,-0.10264645419035878,1.0220831482126658,0.8101189881011899,0.45,0.25,-0.5731465861641376,0,0,[],null,true,"""52:f15+-f4+f17""","[15, 4, 17]","[1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,16,10116,70093,16510,0,0.1812506,123.11594891548157
"""s0_T5000_gate_053""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,53,"""b1""",false,0.46018982148924553,null,null,193,201,4,true,"""FAIL""",0.8137868303809933,-0.008953356627987241,1.0224622081279942,0.5138486151384861,0.45,0.35,0.1699151901206991,0,2,"[0.4975124378109453, 0.7860696517412935]",false,true,"""142:f9+f39+-f37""","[9, 39, 37]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,46,19490,386845,31344,0,0.3977370000000001,206.67701387405396
"""s0_T5000_control_054""","""control""","""claude-sonnet-5""","""s0""",null,1.0,54,"""b1""",false,0.46331309486753963,null,null,64,65,0,true,"""FAIL""",0.7650599263745913,-0.058583133159617495,1.0206947508761548,0.6811318868113189,0.45,0.3,0.08601439322460527,0,0,[],null,true,"""50:f26+-f34+-f36""","[26, 34, 36]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,10,6314,26980,10567,0,0.110824,98.35292387008667
"""s0_T5000_gate_055""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,55,"""b1""",false,0.46010217800182196,null,null,219,223,1,true,"""FAIL""",0.5474992955981649,-0.27646907654825725,1.0225118250261143,0.9971002899710029,0.3,0.25,0.05263987754496313,0,1,[0.7040358744394619],false,true,"""93:f33+f17+-f6""","[33, 17, 6]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,40,21773,348878,34382,0,0.42511360000000004,215.5228967666626
"""s0_T5000_control_056""","""control""","""claude-sonnet-5""","""s0""",null,1.0,56,"""b1""",false,0.4586227709987543,null,null,87,89,1,true,"""FAIL""",0.8607052306666623,0.03781079976117052,1.0233495173212868,0.3494650534946505,0.5,0.35,0.2373103269717508,0,0,[],null,true,"""55:f24+f36+-f31""","[24, 36, 31]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,16,8656,65518,14204,0,0.15651159999999997,111.81164288520813
