run_id,arm,model,config,budget,sigma,seed_index,batch,config_recovered,power_at_open,fingerprint,worker,n_evaluated,n_tool_use,n_refused,graded,status,submitted_sr_is,sr_deflated,critical_value,p_value,stated_mean,stated_sd,oos,considered,n_status_calls,status_positions,last_cleared,has_submission,submitted_spec,submitted_features,submitted_signs,usage_missing,models_seen,non_mcp_tools,rate_limit_rejected,input_tokens,output_tokens,cache_read,cache_creation,thinking_tokens,cost_usd,wall_seconds
"""s3_T5000_opus_gate_604""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,604,"""b4""",false,0.4694339754459167,"""d8449577980af71e""",3,80,82,0,true,"""PASS""",1.2053921447724871,0.38310204629922484,1.0172345580655482,0.0017998200179982,1.0,0.3,1.5493077985293133,2,1,[0.8292682926829268],true,true,"""55:f13+f15+f24""","[13, 15, 24]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,8508,58912,13608,0,0.378316,117.79215288162231
"""s3_T5000_opus_control_605""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,605,"""b4""",false,0.4607085334837533,"""d8449577980af71e""",0,116,117,0,true,"""FAIL""",0.7653768790093531,-0.05835436219262513,1.0221685762402841,0.6823317668233176,0.13,0.22,-0.35323657162766264,1,0,[],null,true,"""60:f10+f6+-f28""","[10, 6, 28]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,13664,106211,19617,0,0.5909755,180.76329708099365
"""s3_T5000_opus_gate_606""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,606,"""b4""",false,0.46846188057184074,"""d8449577980af71e""",0,86,89,0,true,"""PASS""",1.1063340592030257,0.28567277575886985,1.0177837986539116,0.010998900109989001,0.9,0.28,0.9602076724228907,1,2,"[0.4606741573033708, 0.8876404494382022]",true,true,"""59:f38+f13+f3""","[38, 13, 3]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,18,9569,77239,14185,0,0.4197845,143.50174808502197
"""s3_T5000_opus_control_607""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,607,"""b4""",false,0.4536916605009262,"""d8449577980af71e""",1,87,88,0,true,"""PASS""",1.30159540956628,0.47915573446685555,1.0261440965571742,0.00029997000299970003,0.88,0.32,1.1214553272633103,3,0,[],null,true,"""57:f28+f1+f27""","[28, 1, 27]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9537,133816,25298,0,0.558393,115.06029200553894
"""s3_T5000_opus_gate_608""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,608,"""b4""",false,0.46169428201845547,"""d8449577980af71e""",1,83,85,0,true,"""PASS""",1.072744848988456,0.25096584582253934,1.0216106687184943,0.021897810218978103,0.85,0.32,0.23397145446016254,1,1,[0.7176470588235294],false,true,"""60:f22+-f13+f2""","[22, 13, 2]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,16,8845,132934,24572,0,0.533392,110.03734397888184
"""s3_T5000_opus_control_609""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,609,"""b4""",false,0.46486375298222393,"""d8449577980af71e""",2,86,87,0,true,"""FAIL""",0.8034443180254468,-0.020383026848168728,1.0198177171690583,0.5508449155084492,0.57,0.3,1.1758151964104653,0,0,[],null,true,"""60:f5+f20+f0""","[5, 20, 0]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,9721,50866,14203,0,0.410558,133.2449951171875
"""s3_T5000_opus_gate_610""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,610,"""b4""",false,0.4650027828963136,"""d8449577980af71e""",2,72,76,0,true,"""PASS""",1.3076679504462627,0.4856252898177158,1.0197390984514108,0.00019998000199980003,0.95,0.4,0.7812191583576654,0,3,"[0.5394736842105263, 0.7894736842105263, 0.9868421052631579]",true,true,"""51:f16+f39+-f3""","[16, 39, 3]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,8227,72816,12058,0,0.362763,127.92511701583862
"""s3_T5000_opus_control_611""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,611,"""b4""",false,0.46176795498785467,"""d8449577980af71e""",3,106,107,0,true,"""PASS""",1.0477969549308284,0.2258640567759831,1.0215689771637604,0.032596740325967405,0.85,0.3,1.3910909967188205,1,0,[],null,true,"""58:f19+f25+-f29""","[19, 25, 29]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,10910,64678,17224,0,0.4774090000000001,136.6478090286255
"""s3_T5000_opus_gate_612""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,612,"""b4""",false,0.4593601491679135,"""d8449577980af71e""",3,74,77,0,true,"""FAIL""",0.8239863574497411,0.0012304254447338403,1.0229319480288912,0.47795220477952205,0.47,0.32,0.3086970906971775,0,2,"[0.5324675324675324, 0.961038961038961]",false,true,"""49:f33+f25+-f5""","[33, 25, 5]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,8474,74471,12697,0,0.3761554999999999,125.52044486999512
"""s3_T5000_opus_control_613""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,613,"""b4""",false,0.4624300295866785,"""d8449577980af71e""",0,95,96,0,true,"""PASS""",1.1670705435299407,0.3448893041986364,1.0211943420950533,0.0040995900409959,0.95,0.3,0.7747206681046739,3,0,[],null,true,"""50:f37+f39+f20""","[37, 39, 20]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,18,9881,64950,15060,0,0.43018999999999996,132.79887199401855
"""s3_T5000_opus_gate_614""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,614,"""b4""",false,0.45983497721578764,"""d8449577980af71e""",0,109,111,0,true,"""PASS""",1.1947059182222663,0.3736165986889962,1.0226631000279098,0.001999800019998,1.0,0.3,1.7845285437721543,3,1,[0.7297297297297297],true,true,"""61:f38+f24+f36""","[38, 24, 36]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,11270,69576,16955,0,0.48616800000000004,145.3607029914856
"""s3_T5000_opus_control_615""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,615,"""b4""",false,0.46632972893422064,"""d8449577980af71e""",1,86,87,0,true,"""FAIL""",0.9717284194241962,0.14942772588021613,1.0189888563902316,0.10038996100389962,0.65,0.3,0.2986427208390399,1,0,[],null,true,"""60:f7+f9+f15""","[7, 9, 15]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9993,145137,15031,0,0.4727835,128.74693417549133
"""s3_T5000_opus_gate_616""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,616,"""b4""",false,0.46834269443189647,"""d8449577980af71e""",1,73,75,0,true,"""FAIL""",0.9908408447836413,0.16882955285526735,1.017851146924817,0.0765923407659234,0.5,0.45,0.19713956408549518,0,1,[0.5466666666666666],false,true,"""49:f38+f29+-f25""","[38, 29, 25]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,9149,140465,13537,0,0.43440750000000006,119.82114005088806
"""s3_T5000_opus_control_617""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,617,"""b4""",false,0.4618553561219621,"""d8449577980af71e""",2,84,85,0,true,"""PASS""",1.254109512402934,0.4306832537133809,1.021519517799293,0.0004999500049995,0.95,0.25,0.21269540545627022,2,0,[],null,true,"""51:f34+f26+f37""","[34, 26, 37]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,20,9377,75764,13864,0,0.41104700000000005,133.2802369594574
"""s3_T5000_opus_gate_618""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,618,"""b4""",false,0.47127136864580677,"""d8449577980af71e""",2,66,68,0,true,"""PASS""",1.3091071928117408,0.4871355726876775,1.0161966961662372,9.999000099990002e-05,1.05,0.32,0.8118693192466396,2,1,[0.9558823529411765],true,true,"""40:f18+f15""","[18, 15]","[1, 1]",false,"[""claude-opus-5""]",[],false,18,7506,66150,11101,0,0.33182500000000004,119.68579769134521
"""s3_T5000_opus_control_619""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,619,"""b4""",false,0.45428694822744636,"""d8449577980af71e""",3,85,86,0,true,"""PASS""",1.0528245230386064,0.22979620705146098,1.025806526562065,0.032996700329967,0.82,0.25,0.76878934318164,0,0,[],null,true,"""56:f16+f3+f32""","[16, 3, 32]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9092,62253,13607,0,0.3945765000000001,122.28580474853516
"""s3_T5000_opus_gate_620""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,620,"""b4""",false,0.46970744314729496,"""d8449577980af71e""",3,97,100,0,true,"""PASS""",1.253487915361848,0.43278093501228787,1.0170800655441081,0.0004999500049995,0.95,0.35,0.9641322331976936,1,2,"[0.54, 0.97]",true,true,"""53:f14+f23+-f37""","[14, 23, 37]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,10657,82268,15852,0,0.466179,148.73463106155396
"""s3_T5000_opus_control_621""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,621,"""b4""",false,0.46759969704354704,"""d8449577980af71e""",0,90,91,0,true,"""FAIL""",0.9009336289153809,0.07969451908459368,1.0182710273494355,0.23807619238076191,0.7,0.25,0.9005378955223874,0,0,[],null,true,"""61:f4+-f38+f34""","[4, 38, 34]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,18,9440,67180,14298,0,0.41265999999999997,132.99956488609314
"""s3_T5000_opus_gate_622""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,622,"""b4""",false,0.4592971241968385,"""d8449577980af71e""",0,73,75,0,true,"""PASS""",1.4217309843769175,0.5987079124857395,1.0229676352744816,0.00019998000199980003,1.05,0.33,1.251245825205138,1,1,[0.9066666666666666],true,true,"""56:f8+f20+f14""","[8, 20, 14]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,7729,46993,11806,0,0.33485149999999997,119.73307490348816
"""s3_T5000_opus_control_623""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,623,"""b4""",false,0.465102093851199,"""d8449577980af71e""",1,82,83,0,true,"""PASS""",1.0892371546746442,0.26697772757787097,1.01968294151395,0.015298470152984701,0.88,0.3,0.16270052910184482,1,0,[],null,true,"""56:f13+f39+f33""","[13, 39, 33]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,8986,142245,13798,0,0.43383249999999995,109.50728607177734
"""s3_T5000_opus_gate_624""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,624,"""b4""",false,0.4531056393361977,"""d8449577980af71e""",1,80,83,0,true,"""FAIL""",0.8311194510332172,0.007212025730136462,1.0264764693902886,0.45555444455554445,0.35,0.4,-0.18473693995578241,2,1,[0.7469879518072289],false,true,"""50:f7+f11+f16""","[7, 11, 16]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,20,9439,176886,14255,0,0.467068,122.33666586875916
"""s3_T5000_opus_control_625""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,625,"""b4""",false,0.46231452526231753,"""d8449577980af71e""",2,98,99,0,true,"""PASS""",1.1299873812363959,0.30759829219554824,1.0212596959734135,0.008399160083991601,0.85,0.25,0.3177819153723592,0,0,[],null,true,"""52:f24+-f36+f17""","[24, 36, 17]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,18,10441,67416,15591,0,0.45073300000000005,174.44542384147644
"""s3_T5000_opus_gate_626""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,626,"""b4""",false,0.4651577593119234,"""d8449577980af71e""",2,84,87,0,true,"""FAIL""",0.9823548916701811,0.15766692296230989,1.0196514651436697,0.08949105089491051,0.72,0.28,0.7660788935737104,3,2,"[0.47126436781609193, 0.9080459770114943]",false,true,"""57:f13+f32+f24""","[13, 24, 32]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,8948,49917,13436,0,0.3830885,129.08878707885742
"""s3_T5000_opus_control_627""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,627,"""b4""",false,0.45902258019536935,"""d8449577980af71e""",3,90,91,0,true,"""PASS""",1.162568895117056,0.33803415569694417,1.0231230997781076,0.0037996200379962005,0.95,0.25,0.7997312108787722,2,0,[],null,true,"""60:f17+f13+-f27""","[13, 17, 27]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,9390,75814,14242,0,0.41517699999999996,124.37285590171814
"""s3_T5000_opus_gate_628""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,628,"""b4""",false,0.4554714991933047,"""d8449577980af71e""",3,79,82,0,true,"""FAIL""",0.9424860246457419,0.11785516123792417,1.025134975310456,0.15728427157284272,0.15,0.35,0.49967787594193075,0,2,"[0.5, 0.9878048780487805]",false,true,"""49:f25+f33+-f18""","[25, 33, 18]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,20,9046,74753,13211,0,0.3957365,128.9424910545349
"""s3_T5000_opus_control_629""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,629,"""b4""",false,0.45150370419043595,"""d8449577980af71e""",0,93,94,0,true,"""PASS""",1.0940506570077237,0.2702203629306882,1.0273853346033257,0.017198280171982803,1.0,0.28,0.5431851899047406,5,0,[],null,true,"""63:f15+f14+f18""","[15, 14, 18]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,10358,64375,15256,0,0.4437775,159.50474309921265
"""s3_T5000_opus_gate_630""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,630,"""b4""",false,0.45455817229536194,"""d8449577980af71e""",0,81,84,0,true,"""FAIL""",0.8798206927377819,0.05609529087920917,1.0256527427998383,0.29727027297270275,0.62,0.25,1.2238958145233503,2,2,"[0.6071428571428571, 0.9523809523809523]",false,true,"""50:f1+f3+f27""","[1, 3, 27]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,24,9384,99393,13671,0,0.42112649999999996,146.2821559906006
"""s3_T5000_opus_control_631""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,631,"""b4""",false,0.4563073823613228,"""d8449577980af71e""",1,78,79,0,true,"""PASS""",1.218036518846981,0.3948117299933014,1.0246612278604728,0.001999800019998,1.0,0.3,0.6696834616914722,1,0,[],null,true,"""56:f0+f10+f20""","[0, 10, 20]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,8253,119215,12907,0,0.39507249999999994,105.88107013702393
"""s3_T5000_opus_gate_632""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,632,"""b4""",false,0.4578455612712302,"""d8449577980af71e""",1,91,94,0,true,"""PASS""",1.2559953836793971,0.43396730665792704,1.0237897301107637,0.0005999400059994001,1.0,0.3,1.2855334984108184,3,1,[0.7659574468085106],true,true,"""57:f6+f7+-f10""","[6, 7, 10]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,18,9643,160830,15082,0,0.47239999999999993,118.75905513763428
"""s3_T5000_opus_control_633""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,633,"""b4""",false,0.46764189313412535,"""d8449577980af71e""",2,94,95,0,true,"""FAIL""",1.0168329788298103,0.1947517618681447,1.018247179928419,0.051594840515948405,0.35,0.3,1.0240958450579247,0,0,[],null,true,"""60:-f18+f17+f27""","[18, 17, 27]","[-1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,10582,66478,15582,0,0.453689,146.67744517326355
"""s3_T5000_opus_gate_634""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,634,"""b4""",false,0.45902137159284345,"""d8449577980af71e""",2,92,94,0,true,"""PASS""",1.365533587816755,0.5417045907208428,1.0231237841911451,9.999000099990002e-05,0.95,0.35,1.9453158167659468,0,1,[0.648936170212766],true,true,"""50:f32+f1+f33""","[32, 1, 33]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,22,10109,89550,15209,0,0.4497,145.4505558013916
"""s3_T5000_opus_control_635""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,635,"""b4""",false,0.45791374354246317,"""d8449577980af71e""",3,100,101,0,true,"""PASS""",1.2726886944463274,0.4478129577693567,1.0237511079383703,0.0006999300069993001,1.05,0.33,1.4686900457248486,0,0,[],null,true,"""40:f2+f29""","[2, 29]","[1, 1]",false,"[""claude-opus-5""]",[],false,14,9911,51723,15296,0,0.4266665,437.2448477745056
